distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 
0 185 -14.75169 -0.09051407 -113287.3 -3183.019 
0 186 -14.75169 -0.09051407 -113287.3 -1254.369 
0 187 -1.434499 -0.08560116 117651 1763.574 
0 188 -10.17952 -0.006988289 -4327.264 -1464.803 
0 189 18.64616 0.0731345 74523.72 2087.968 
0 190 22.37369 0.02527925 4544.214 -2694.308 
0 191 -29.58838 0.02527925 4544.214 -2694.308 
0 192 -29.58838 0.07721327 4544.214 -2694.308 
0 193 -29.58838 0.07721327 112972.6 -2694.308 
0 194 -29.58838 0.07721327 112972.6 3322.272 
0 195 -28.43843 0.01734963 47741.36 -1249.577 
0 196 8.975014 0.07039053 -80245.75 424.2702 
0 197 24.97564 0.06977366 -171674.6 -1882.081 
0 198 -9.011439 -0.02987308 -42641.25 2956.204 
0 199 18.51496 -0.02987308 -42641.25 2956.204 
0 200 18.51496 0.06304953 -42641.25 2956.204 
0 201 18.51496 0.06304953 -51473.41 2956.204 
0 202 18.51496 0.06304953 -51473.41 2791.657 
0 203 16.54482 0.09365278 -25580.57 856.2254 
0 204 -11.20107 0.007907848 -62569.97 -3082.414 
0 205 -20.11229 0.08027744 -73760.07 -290.3993 
0 206 8.7631 0.02187224 -76209.97 819.2466 
0 207 26.32281 0.02187224 -76209.97 819.2466 
0 208 26.32281 0.09833219 -76209.97 819.2466 
0 209 26.32281 0.09833219 -170928.7 819.2466 
0 210 26.32281 0.09833219 -170928.7 1135.001 
0 211 -1.397347 0.09826625 -163765.6 -816.8182 
0 212 -24.21267 0.06493611 167774.9 -3066.295 
0 213 26.69425 -0.0570368 142623.5 -2545.309 
0 214 25.86735 -0.000997253 -172751.1 -2211.067 
0 215 13.07722 -0.000997253 -172751.1 -2211.067 
0 216 13.07722 0.05143373 -172751.1 -2211.067 
0 217 13.07722 0.05143373 -118506.9 -2211.067 
0 218 13.07722 0.05143373 -118506.9 1741.526 
0 219 -23.31849 0.07787439 -130019.3 -2981.51 
0 220 -14.9158 0.06673294 -55961.02 3371.83 
0 221 17.17013 0.01728132 -97752.15 1424.919 
0 222 -8.900079 0.07925252 36601.28 1084.978 
0 223 -18.60079 0.07925252 36601.28 1084.978 
0 224 -18.60079 -0.04741315 36601.28 1084.978 
0 225 -18.60079 -0.04741315 -184619.8 1084.978 
0 226 -18.60079 -0.04741315 -184619.8 -1357.228 
0 227 1.744027 0.02131047 -191145.2 2349.745 
0 228 -5.152737 0.01317753 -197712.8 -3481.267 
0 229 -5.823824 -0.002108593 -153614 -2201.058 
0 230 16.86368 0.03355184 -119117.4 -2753.727 
0 231 14.25376 0.03355184 -119117.4 -2753.727 
0 232 14.25376 -0.09310036 -119117.4 -2753.727 
0 233 14.25376 -0.09310036 34089.92 -2753.727 
0 234 14.25376 -0.09310036 34089.92 -1415.015 
0 235 17.51063 -0.04798892 3690.489 2232.501 
0 236 8.853439 -0.004728867 7831.708 -998.6829 
0 237 -9.824183 0.07202718 56293.65 -3150.401 
0 238 -1.721654 -0.08859269 -165550.4 10.95333 
0 239 24.28044 -0.08859269 -165550.4 10.95333 
0 240 24.28044 0.0205628 -165550.4 10.95333 
0 241 24.28044 0.0205628 -110505.1 10.95333 
0 242 24.28044 0.0205628 -110505.1 1554.62 
0 243 -14.43104 0.01575665 -115137.3 -3414.303 
0 244 -29.86478 0.01085447 -39093.67 3327.24 
0 245 11.56277 -0.04299479 -48601.66 2821.463 
0 246 -3.132269 -0.04075594 -38046.44 3079.645 
0 247 25.52662 -0.04075594 -38046.44 3079.645 
0 248 25.52662 0.03696611 -38046.44 3079.645 
0 249 25.52662 0.03696611 182836.3 3079.645 
0 250 25.52662 0.03696611 182836.3 -408.6077 
0 251 -0.9096668 -0.06135569 63350.26 820.6854 
0 252 -4.458736 -0.06246208 -137772.7 1456.688 
0 253 -19.42859 -0.08099661 -147684.6 -1140.121 
0 254 11.89986 0.07778344 7409.583 -337.8834 
0 255 -6.970418 0.07778344 7409.583 -337.8834 
0 256 -6.970418 -0.04336555 7409.583 -337.8834 
0 257 -6.970418 -0.04336555 181833.8 -337.8834 
0 258 -6.970418 -0.04336555 181833.8 -3037.157 
0 259 12.92443 -0.0003736107 163169 523.2402 
0 260 -1.364305 0.02704784 169169.6 -1924.149 
0 261 -7.692531 0.007426031 189378.8 17.4764 
0 262 -15.71919 0.03998223 117154.4 2073.546 
0 263 -25.38044 0.03998223 117154.4 2073.546 
0 264 -25.38044 -0.05969058 117154.4 2073.546 
0 265 -25.38044 -0.05969058 15232.01 2073.546 
0 266 -25.38044 -0.05969058 15232.01 -39.71691 
0 267 0.04660718 -0.06670056 -11369.06 -457.0619 
0 268 2.013347 -0.009578438 -97331.7 3252.373 
0 269 -15.43071 0.08688989 -91189.13 417.4287 
0 270 -6.144018 0.08675485 -84071.82 119.4421 
0 271 12.42118 0.08675485 -84071.82 119.4421 
0 272 12.42118 -0.07050927 -84071.82 119.4421 
0 273 12.42118 -0.07050927 -129387.1 119.4421 
0 274 12.42118 -0.07050927 -129387.1 3080.762 
0 275 1.447842 -0.08370326 193109.5 939.0892 
0 276 -5.55606 0.02981528 199522.2 -859.3595 
0 277 -21.86404 0.0007673822 -73344.37 11.07352 
0 278 -8.770451 -0.03811981 -59768.63 -771.5606 
0 279 15.11975 -0.03811981 -59768.63 -771.5606 
0 280 15.11975 -0.05679804 -59768.63 -771.5606 
0 281 15.11975 -0.05679804 11658.08 -771.5606 
0 282 15.11975 -0.05679804 11658.08 2676.047 
0 283 11.67786 -0.02245948 36110.28 -2381.234 
0 284 8.89945 -0.02997441 41146.89 316.522 
0 285 -13.76941 0.08045852 -190577.5 -15.72004 
0 286 26.05523 0.02123411 -102922.3 27.38409 
0 287 -12.33943 0.02123411 -102922.3 27.38409 
0 288 -12.33943 -0.04011546 -102922.3 27.38409 
0 289 -12.33943 -0.04011546 -591.4137 27.38409 
0 290 -12.33943 -0.04011546 -591.4137 -379.5597 
0 291 -27.04066 0.09729993 -40359.2 659.5373 
0 292 11.08391 0.09871772 -35780.66 2494.644 
0 293 -6.906477 0.02895571 -34609.86 25.48919 
0 294 2.132992 0.0399664 -42260.83 264.0652 
0 295 -0.730743 0.0399664 -42260.83 264.0652 
0 296 -0.730743 -0.08583435 -42260.83 264.0652 
0 297 -0.730743 -0.08583435 34853.5 264.0652 
0 298 -0.730743 -0.08583435 34853.5 -2463.025 
0 299 -7.449342 0.02975172 143564.7 -2697.1 
0 300 29.3588 -0.09410451 111181.7 -2672.799 
0 301 -16.91954 0.07764078 160926.1 3389.777 
0 302 28.45081 0.01083708 129606.2 -3337.167 
0 303 -4.714904 0.01083708 129606.2 -3337.167 
0 304 -4.714904 0.02302344 129606.2 -3337.167 
0 305 -4.714904 0.02302344 125611.9 -3337.167 
0 306 -4.714904 0.02302344 125611.9 -47.18278 
0 307 22.59289 -0.03868043 -54328.48 2001.467 
0 308 12.64479 -0.01287191 4403.306 2581.038 
0 309 -28.49107 -0.09233178 135593.4 -88.59739 
0 310 -2.775445 -0.06070559 80927.99 -2007.358 
0 311 -9.642031 -0.06070559 80927.99 -2007.358 
0 312 -9.642031 0.08066217 80927.99 -2007.358 
0 313 -9.642031 0.08066217 111755.9 -2007.358 
0 314 -9.642031 0.08066217 111755.9 -1282.152 
0 315 -19.03903 0.01681388 90934.4 -2191.671 
0 316 -10.1892 -0.02391907 126872.5 3322.423 
0 317 -17.10741 -0.04801001 -14963.26 1102.068 
0 318 -29.92387 -0.004559664 -41723.71 2541.225 
0 319 -27.82859 -0.004559664 -41723.71 2541.225 
0 320 -27.82859 0.06768516 -41723.71 2541.225 
0 321 -27.82859 0.06768516 -173256 2541.225 
0 322 -27.82859 0.06768516 -173256 194.2228 
0 323 24.41131 0.03345015 -120021.8 -937.5719 
0 324 -29.65805 -0.08759395 -120316.3 1908.016 
0 325 -5.765111 -0.08559026 -121181.4 766.7054 
0 326 2.731825 0.02310962 -91151.69 -3266.122 
0 327 24.96355 0.02310962 -91151.69 -3266.122 
0 328 24.96355 -0.0759582 -91151.69 -3266.122 
0 329 24.96355 -0.0759582 41674.5 -3266.122 
0 330 24.96355 -0.0759582 41674.5 -1010.764 
0 331 -8.793927 0.01482206 43216.15 -1970.188 
0 332 -20.56462 0.01081254 125677.4 -2748.489 
0 333 -25.07342 0.05571746 54369.03 -1608.948 
0 334 -19.98132 -0.01652163 60413.39 -2363.785 
0 335 -11.16276 -0.01652163 60413.39 -2363.785 
0 336 -11.16276 -0.02214934 60413.39 -2363.785 
0 337 -11.16276 -0.02214934 41832.31 -2363.785 
0 338 -11.16276 -0.02214934 41832.31 -2271.578 
0 339 25.97696 -0.03547504 194206.8 2185.449 
0 340 3.062618 -0.01529187 52353.95 2938.509 
0 341 -14.09968 0.08175596 14340.89 -2596.575 
0 342 -20.76597 0.08034945 11188.86 -1310.167 
0 343 3.822862 0.08034945 11188.86 -1310.167 
0 344 3.822862 0.0998544 11188.86 -1310.167 
0 345 3.822862 0.0998544 -26513.01 -1310.167 
0 346 3.822862 0.0998544 -26513.01 1021.274 
0 347 -26.0374 -0.04247216 -9905.557 936.3791 
0 348 -7.507336 -0.01487833 -3781.785 -957.7159 
0 349 -19.8375 0.06868647 -6052.566 -1075.023 
0 350 4.816918 0.05325898 39848.36 2900.94 
0 351 -17.515 0.05325898 39848.36 2900.94 
0 352 -17.515 -0.04860433 39848.36 2900.94 
0 353 -17.515 -0.04860433 40836.76 2900.94 
0 354 -17.515 -0.04860433 40836.76 -1186.579 
0 355 -0.07890497 -0.06359251 43370.63 3474.148 
0 356 -10.45513 0.05002918 43846.75 -2715.84 
0 357 17.21387 -0.0343662 -185440.7 398.1789 
0 358 8.702053 -0.0477645 -180469 422.7557 
0 359 2.642597 -0.0477645 -180469 422.7557 
0 360 2.642597 -0.01746891 -180469 422.7557 
0 361 2.642597 -0.01746891 196804.7 422.7557 
0 362 2.642597 -0.01746891 196804.7 -1992.633 
0 363 10.91542 0.06597603 -7699.741 -950.4096 
0 364 -17.49546 -0.07050214 -18893.82 -2745.699 
0 365 -29.7647 -0.003137279 93159.21 -475.068 
0 366 9.578834 -0.0006329963 132478.7 2183.697 
0 367 -23.0243 -0.0006329963 132478.7 2183.697 
0 368 -23.0243 -0.07523755 132478.7 2183.697 
0 369 -23.0243 -0.07523755 24379.85 2183.697 
0 370 -23.0243 -0.07523755 24379.85 2812.293 
0 371 9.544167 0.09682662 174743.8 3133.287 
0 372 8.880426 0.1000548 136518.5 81.37791 
0 373 18.97263 0.03510453 137750.1 -635.3853 
0 374 -24.29845 -0.01522176 -139242.4 1351.468 
0 375 -8.870339 -0.01522176 -139242.4 1351.468 
0 376 -8.870339 -0.09289214 -139242.4 1351.468 
0 377 -8.870339 -0.09289214 -60461.88 1351.468 
0 378 -8.870339 -0.09289214 -60461.88 433.046 
0 379 -2.061691 -0.00398154 -45145.69 2783.87 
0 380 -19.8977 -0.01358137 -106767.2 1231.341 
0 381 -21.89642 0.07945902 -105609.5 -1098.462 
0 382 3.3436 0.0860183 -114968.1 -2993.492 
0 383 20.73619 0.0860183 -114968.1 -2993.492 
0 384 20.73619 -0.0219492 -114968.1 -2993.492 
0 385 20.73619 -0.0219492 -60534.9 -2993.492 
0 386 20.73619 -0.0219492 -60534.9 -2915.119 
0 387 -10.29859 -0.04313645 -60798.91 2618.896 
0 388 29.36302 -0.06911385 -82103.45 -790.9333 
0 389 3.527765 0.08706579 -82573.28 378.2346 
0 390 9.046766 -0.07136229 -79405.52 -669.5169 
0 391 25.86203 -0.07136229 -79405.52 -669.5169 
0 392 25.86203 0.004458248 -79405.52 -669.5169 
0 393 25.86203 0.004458248 126076.3 -669.5169 
0 394 25.86203 0.004458248 126076.3 2084.13 
0 395 22.73289 0.06367221 -64218.25 -2227.559 
0 396 26.49673 0.004812686 -153932.9 -2939.529 
0 397 -21.40602 -0.04476509 -139246 -1763.152 
0 398 30.00917 -0.08776253 -164064.5 970.8746 
0 399 -22.42156 -0.08776253 -164064.5 970.8746 
0 400 -22.42156 -0.02877283 -164064.5 970.8746 
0 401 -22.42156 -0.02877283 127229.7 970.8746 
0 402 -22.42156 -0.02877283 127229.7 -1120.938 
0 403 24.29947 -0.01542987 145273.3 -1842.958 
0 404 0.8379882 0.05578565 170082.8 444.2829 
0 405 -9.604285 -0.0396689 -102723.5 3203.965 
0 406 29.34927 0.01273565 -49313.64 2771.77 
0 407 -25.53343 0.01273565 -49313.64 2771.77 
0 408 -25.53343 0.03665739 -49313.64 2771.77 
0 409 -25.53343 0.03665739 -11403.59 2771.77 
0 410 -25.53343 0.03665739 -11403.59 -933.9961 
0 411 -18.73397 0.04276951 -14603.71 975.4692 
0 412 -2.006234 0.09720207 -150131.4 482.828 
0 413 -13.25745 0.07586361 -98254.69 2821.176 
0 414 -28.09472 -0.002897184 -10220.95 -1515.276 
0 415 -20.9734 -0.002897184 -10220.95 -1515.276 
0 416 -20.9734 -0.06870323 -10220.95 -1515.276 
0 417 -20.9734 -0.06870323 -9630.389 -1515.276 
0 418 -20.9734 -0.06870323 -9630.389 -1792.629 
0 419 -6.2394 -0.0170328 -10102.17 882.7792 
0 420 24.1087 0.0224552 9443.152 -1191.113 
0 421 -1.0987 0.08966271 18049.83 -1881.378 
0 422 -29.50628 -0.01520487 15925.86 -1356.964 
0 423 -26.74177 -0.01520487 15925.86 -1356.964 
0 424 -26.74177 0.01027326 15925.86 -1356.964 
0 425 -26.74177 0.01027326 -60393.47 -1356.964 
0 426 -26.74177 0.01027326 -60393.47 -1133.261 
0 427 -11.86241 -0.0120131 -59014.79 -424.7911 
0 428 -4.028772 -0.06046713 -72816.39 -1282.85 
0 429 -3.850321 -0.06379402 76767.4 -1742.305 
0 430 22.23294 0.04331563 116483.1 1993.172 
0 431 -24.46168 0.04331563 116483.1 1993.172 
0 432 -24.46168 0.05868366 116483.1 1993.172 
0 433 -24.46168 0.05868366 27339.96 1993.172 
0 434 -24.46168 0.05868366 27339.96 -1335.246 
0 435 25.33864 -0.08302286 25850.08 -1566.7 
0 436 17.18753 0.001236391 25480.32 3260.951 
0 437 14.38651 0.01676356 21786.56 289.637 
0 438 19.47413 -0.03555905 5902.211 2590.703 
0 439 -5.768834 -0.03555905 5902.211 2590.703 
0 440 -5.768834 0.04934464 5902.211 2590.703 
0 441 -5.768834 0.04934464 3071.171 2590.703 
0 442 -5.768834 0.04934464 3071.171 3125.287 
0 443 -14.23189 0.08086165 -8971.334 385.6428 
0 444 16.18547 0.09541174 -9360.622 1764.614 
0 445 -0.4449442 0.009818601 -9038.566 524.5398 
0 446 11.09451 0.02985859 -7702.702 1692.868 
0 447 20.60046 0.02985859 -7702.702 1692.868 
0 448 20.60046 -0.08835431 -7702.702 1692.868 
0 449 20.60046 -0.08835431 -4756.901 1692.868 
0 450 20.60046 -0.08835431 -4756.901 2506.805 
0 451 -5.78772 0.01211672 28496.65 1902.162 
0 452 16.87458 0.05542531 28096.03 -686.006 
0 453 2.083994 0.05952234 51026.52 -2114.574 
0 454 15.93754 -0.06254322 9107.14 685.3775 
0 455 10.64384 -0.06254322 9107.14 685.3775 
0 456 10.64384 -0.01910755 9107.14 685.3775 
0 457 10.64384 -0.01910755 -23178.37 685.3775 
0 458 10.64384 -0.01910755 -23178.37 -3182.275 
0 459 10.10495 0.06354591 -23746.31 -38.75655 
0 460 18.14597 0.03982774 -6745.447 -568.1495 
0 461 -17.98623 0.08647415 -27572.52 157.6002 
0 462 0.004035873 -0.06634945 91160.85 -657.6152 
0 463 -11.08159 -0.06634945 91160.85 -657.6152 
0 464 -11.08159 0.03785491 91160.85 -657.6152 
0 465 -11.08159 0.03785491 -14620.79 -657.6152 
0 466 -11.08159 0.03785491 -14620.79 -1324.08 
0 467 -13.41963 0.03720912 78785.76 -1270.408 
0 468 -15.07293 -0.06458557 -20008.89 -100.0919 
0 469 -23.88453 0.007300774 -34908.12 1165.042 
0 470 -27.84329 -0.06078984 -49477.08 2620.748 
0 471 -26.51667 -0.06078984 -49477.08 2620.748 
0 472 -26.51667 0.06729153 -49477.08 2620.748 
0 473 -26.51667 0.06729153 11378.1 2620.748 
0 474 -26.51667 0.06729153 11378.1 -2515.402 
0 475 13.49091 -0.009253968 13002.54 3427.14 
0 476 -0.7669602 -0.08948162 11936.69 -3119.999 
0 477 17.78026 -0.01304488 11638.89 495.3424 
0 478 8.077668 0.0700191 82308.51 -1421.684 
0 479 3.600252 0.0700191 82308.51 -1421.684 
0 480 3.600252 0.02821625 82308.51 -1421.684 
0 481 3.600252 0.02821625 81951.75 -1421.684 
0 482 3.600252 0.02821625 81951.75 868.4394 
0 483 -9.93492 0.06969911 84536.79 70.36116 
0 484 -0.6212132 -0.06023029 84142.01 153.1647 
0 485 -27.76565 -0.07712914 106653.6 -760.3143 
0 486 -4.646121 0.001919884 -35767.87 2999.49 
0 487 -21.75715 0.001919884 -35767.87 2999.49 
0 488 -21.75715 0.08530192 -35767.87 2999.49 
0 489 -21.75715 0.08530192 -36078.71 2999.49 
0 490 -21.75715 0.08530192 -36078.71 2972.744 
0 491 -17.95232 0.09609387 63828.33 -1650 
0 492 4.039444 -0.01547637 60846.57 -1680.3 
0 493 6.960189 -0.06926 66383.99 1099.502 
0 494 -9.128496 -0.07795714 77629.18 -1823.793 
0 495 -0.1098418 -0.07795714 77629.18 -1823.793 
0 496 -0.1098418 -0.02025118 77629.18 -1823.793 
0 497 -0.1098418 -0.02025118 31475.37 -1823.793 
0 498 -0.1098418 -0.02025118 31475.37 391.0281 
0 499 -18.31015 -0.001554544 82514.71 941.4138 
