distance id optim_v-1 optim_v-2 optim_v-3 optim_v-4 
0 500 -3.023737 -0.0920422 -48549.71 1369.903 
0 501 -29.44237 0.0677785 80437.16 1699.602 
0 502 12.72836 -0.01351815 -59115.66 -2335.223 
0 503 0.8342738 -0.01351815 -59115.66 -2335.223 
0 504 0.8342738 0.001974035 -59115.66 -2335.223 
0 505 0.8342738 0.001974035 -81516.26 -2335.223 
0 506 0.8342738 0.001974035 -81516.26 -983.9224 
0 507 -20.36222 0.08201682 167071.9 2588.498 
0 508 -28.05015 -0.01512254 138867 1716.787 
0 509 -7.153432 -0.06998403 139191.9 -1233.03 
0 510 8.501799 0.06811993 126564.9 -3368.385 
0 511 -14.28587 0.06811993 126564.9 -3368.385 
0 512 -14.28587 0.01509005 126564.9 -3368.385 
0 513 -14.28587 0.01509005 -78689.78 -3368.385 
0 514 -14.28587 0.01509005 -78689.78 2714.624 
0 515 10.55063 -0.01351134 -198068.9 -948.9985 
0 516 -6.362735 0.05049543 88572.98 1745.662 
0 517 -1.798952 -0.03655382 23739.65 -3360.795 
0 518 6.601744 0.006670713 -49172.62 2172.665 
0 519 -20.67895 0.006670713 -49172.62 2172.665 
0 520 -20.67895 0.03042085 -49172.62 2172.665 
0 521 -20.67895 0.03042085 76952.05 2172.665 
0 522 -20.67895 0.03042085 76952.05 1382.76 
0 523 -15.82332 -0.02993607 -196449.3 -2587.76 
0 524 -23.4178 -0.004192318 -103662.6 495.7939 
0 525 9.945709 -0.08777984 -84738.57 -3197.324 
0 526 -9.729646 -0.04174348 172613.9 3428.989 
0 527 -10.40807 -0.04174348 172613.9 3428.989 
0 528 -10.40807 -0.08905558 172613.9 3428.989 
0 529 -10.40807 -0.08905558 172198.3 3428.989 
0 530 -10.40807 -0.08905558 172198.3 -1071.11 
0 531 -25.12566 0.04914855 170077 -2659.699 
0 532 15.01924 0.001942639 78956 -1285.247 
0 533 -24.16796 -0.08011696 80755.18 -1202.717 
0 534 24.02496 0.0627176 79756.89 999.9497 
0 535 29.57804 0.0627176 79756.89 999.9497 
0 536 29.57804 -0.04090302 79756.89 999.9497 
0 537 29.57804 -0.04090302 80561.32 999.9497 
0 538 29.57804 -0.04090302 80561.32 -3356.025 
0 539 -15.2013 0.009020265 80537.03 -2500.912 
0 540 5.527913 -0.03605678 79977.81 3194.266 
0 541 29.6477 -0.01365277 80066.54 2345.041 
0 542 2.835178 -0.03784214 -76156.57 1433.982 
0 543 16.37316 -0.03784214 -76156.57 1433.982 
0 544 16.37316 0.03930306 -76156.57 1433.982 
0 545 16.37316 0.03930306 -73629.12 1433.982 
0 546 16.37316 0.03930306 -73629.12 -2126.907 
0 547 28.36442 -0.0904911 -73686.81 -2023.498 
0 548 -5.615035 -0.00592496 -32308.78 2382.613 
0 549 -19.20096 -0.03482768 -32781.66 2031.893 
0 550 25.43629 0.05135764 -32682.37 2510.211 
0 551 24.96009 0.05135764 -32682.37 2510.211 
0 552 24.96009 -0.04707526 -32682.37 2510.211 
0 553 24.96009 -0.04707526 6355.044 2510.211 
0 554 24.96009 -0.04707526 6355.044 86.92772 
0 555 -13.91518 -0.05849087 -97477.53 -1870.027 
0 556 7.494722 -0.07466609 -96346.26 -2210.622 
0 557 -12.55284 0.002102215 -117141 -2090.254 
0 558 3.917858 -0.06186092 -116811.9 -2546.543 
0 559 -14.88646 -0.06186092 -116811.9 -2546.543 
